,aspects,frequency,emotions
940,completely inadequate nuance,1,
941,incredibly weak actor,1,Sad
942,astoundingly forgettable sub,1,Surprise
943,solidly tobey maguire,1,
944,longer running time,1,
945,rightfully police matter,1,Fear
946,also object affection,1,Happy
947,whore right slut,1,Fear
948,basically stole woman,1,Surprise
949,definitely expensive ha,1,Fear
950,extremely explosive hero,1,Angry
951,well packed role,1,
952,still nice willem,1,Happy
953,simply skipped requirement,1,
954,however military nature,1,Surprise
955,really want wait,1,Surprise
956,osama sad story,1,Sad
957,first installment resident,1,Surprise
958,enough video game,1,
959,really concentrate meaning,1,Surprise
960,whatsoever beat death,1,Fear
961,surprisingly good character,1,Happy
962,enough real location,1,Sad
963,else much screen,1,
964,particularly enjoyable party,1,Happy
965,well excellent craftsmanship,1,Happy
966,simply reach goal,1,
967,intentionally perplexing dialogue,1,Surprise
968,lover middle class,1,Surprise
969,excruciatingly long nerve,1,Fear
970,often finishing sequence,1,
971,faintly operatic vampire,1,
972,hopefully native director,1,Surprise
973,still plenty cardboard,1,
974,even foolish dialog,1,Sad
975,awry hard describe,1,Angry
976,probably voilà toto,1,Surprise
977,rather blunt message,1,Sad
978,truly humane country,1,Sad
979,niven isolated concert,1,Fear
980,pretty vivacious dweller,1,Happy
981,midwest independent film,1,Happy
982,really enjoyed ambiguity,1,Happy
983,hard porn film,1,Angry
984,quite pretty career,1,Happy
985,later female cyborg,1,
986,somehow eluded doe,1,
987,really cool name,1,Happy
988,instantly bad thing,1,Surprise
989,sully virtue bland,1,Sad
990,liberally grade dvd,1,
991,rather art school,1,Fear
992,really great actor,1,Happy
993,long heard movie,1,Fear
994,well big time,1,
995,pretty bizarre visuals,1,Happy
996,really enjoyed scene,1,Happy
997,finally prof story,1,Fear
998,especially main villain,1,Fear
999,even several time,1,
1000,predecessor much watch,1,Surprise
1001,somewhat troubled romance,1,Surprise
1002,even spectacular train,1,
1003,often fictitious judge,1,
1004,poorly ambiguous situation,1,Fear
1005,supposedly niece stillman,1,
1006,especially involve leadership,1,Fear
1007,also give title,1,Fear
1008,seemingly miscast doe,1,
1009,utterly senseless doe,1,
1010,entirely visual adaptation,1,
1011,particularly good theresa,1,Happy
1012,really bad performance,1,Surprise
1013,utterly ridiculous plot,1,
1014,obviously fall scene,1,
1015,clearly visible speak,1,Fear
1016,lovely red sunset,1,Happy
1017,heard elephant village,1,
1018,well maureen sullivan,1,
1019,purely exploitive role,1,
1020,well underline insecurity,1,Fear
1021,merely retread work,1,Fear
1022,aside new flair,1,
1023,long daughter nancy,1,Fear
1024,slowly lush photography,1,
1025,really commence half,1,Surprise
1026,typically italian fit,1,Happy
1027,well preferred wa,1,Happy
1028,wa typical quickie,1,
1029,away much complain,1,Angry
1030,especially fine performance,1,Happy
1031,wa good point,1,Happy
1032,marvelously intense performance,1,Surprise
1033,rather modern way,1,Fear
1034,ever enjoyable fashion,1,Happy
1035,amusingly jeffrey comb,1,
1036,typically fine music,1,Happy
1037,equally vivid turn,1,Surprise
1038,lively desperate merciless,1,Happy
1039,instead joyful flick,1,Happy
1040,nearly c rude,1,Surprise
1041,clearly evident play,1,Fear
1042,previously ava gardener,1,
1043,however need group,1,Surprise
1044,hideout little house,1,
1045,really script bat,1,Surprise
1046,scarcely stuff split,1,Angry
1047,back heyday performer,1,Surprise
1048,character much room,1,Fear
1049,overly impressed police,1,Happy
1050,caught much le,1,
1051,oxymoron right name,1,Fear
1052,rarely talked issue,1,
1053,really certain feel,1,Surprise
1054,better judgement wa,1,Surprise
1055,nearly bad thought,1,Surprise
1056,somehow flat face,1,Sad
1057,entirely plus side,1,
1058,easily normal person,1,Fear
1059,actually precursor family,1,Surprise
1060,virtually identical larry,1,
1061,ha much freddy,1,
1062,thus watchable b,1,
1063,reilly fan minute,1,
1064,incredibly grainy film,1,Fear
1065,golly gee whiz,1,Surprise
1066,still right smack,1,Fear
1067,always le character,1,Sad
1068,well lee marvin,1,Surprise
1069,alone enough commend,1,Happy
1070,certainly theme paint,1,
1071,well respective level,1,
1072,quite clear portrayal,1,Sad
1073,apparently strong maker,1,Happy
1074,silver cylindrical tower,1,
1075,together new threat,1,Fear
1076,vietnam united state,1,Sad
1077,angel cold war,1,Surprise
1078,equally famous aviation,1,Sad
1079,really great footage,1,Happy
1080,automobile crash thing,1,Surprise
1081,back ussr see,1,
1082,earlier panted ava,1,Surprise
1083,yeah adult act,1,
1084,altogether entire cast,1,Sad
1085,quite valid ha,1,
1086,basically vicious appetite,1,Sad
1087,completely unbearable wa,1,
1088,suddenly electromagnetic field,1,Fear
1089,perhaps resist direction,1,
1090,merely follow course,1,
1091,far interpreting character,1,Fear
1092,quite good others,1,Happy
1093,anyway simple story,1,Fear
1094,fairly grim cool,1,Happy
1095,first second word,1,Angry
1096,actually watched person,1,Surprise
1097,pretty much anything,1,Happy
1098,really interesting style,1,Happy
1099,maybe give touch,1,Sad
1100,meanwhile detective c,1,
1101,apart abhishek performance,1,
1102,especially kareena ha,1,
1103,absolutely hilarious movie,1,Happy
1104,apparently collaborative effort,1,
1105,mostly different type,1,Fear
1106,mart good polarisdib,1,Happy
1107,compellingly atmospheric drama,1,
1108,especially near end,1,
1109,much sympathetic role,1,Happy
1110,still painful witness,1,Sad
1111,silly monster film,1,Fear
1112,quite stupid dog,1,
1113,belly burst alien,1,Fear
1114,remotely actual people,1,
1115,meanwhile girlfriend jennifer,1,
1116,ha reasonable premise,1,
1117,extremely short rip,1,Angry
1118,usually bee gee,1,Surprise
1119,well start issue,1,
1120,back provocative woman,1,
1121,however immature lack,1,Surprise
1122,actually angry someone,1,Angry
1123,basically vapid cartoon,1,Fear
1124,incredibly absurd crime,1,Sad
1125,clearly spent lot,1,Sad
1126,screenwriter steve alden,1,
1127,pie good ol,1,Happy
1128,least believable sex,1,
1129,completely unoriginal vigilante,1,
1130,powerfully ha character,1,Fear
1131,even original play,1,Fear
1132,especially memorable mouse,1,
1133,ok good abomination,1,Happy
1134,well retarded storyline,1,
1135,really unusual kind,1,Happy
1136,actually real possibility,1,Surprise
1137,quite sum rank,1,
1138,sleaziness early gregor,1,
1139,billy bob thornton,8,
1140,surprisingly brett easton,1,
1141,deeply unlikeable people,1,Sad
1142,supposedly suckerpunch coda,1,
1143,shrewdly screen check,1,
1144,severely underrated rule,1,Fear
1145,absolutely abhor hindi,1,Fear
1146,additionally many thing,1,Surprise
1147,much unneeded drama,1,
1148,leftover little league,1,
1149,soon learn fun,1,Happy
1150,laughingstock competitive manager,1,
1151,away want figure,1,Angry
1152,mostly due fact,2,
1153,outrageously dumb earth,1,Surprise
1154,yet leave mark,1,
1155,naa good combination,1,Happy
1156,admittedly top haircut,1,Surprise
1157,progressively extreme behavior,1,Fear
1158,yet funny comedy,1,Surprise
1159,somehow similar harry,1,Fear
1160,partially guilt saw,1,Sad
1161,first degree murder,1,Surprise
1162,finally sammy acceptance,1,Fear
1163,back eerie feeling,1,Fear
1164,really lot movie,1,Surprise
1165,passionately enough thing,1,Surprise
1166,sometimes hang beach,1,
1167,recently documentary guy,1,
1168,essentially pretend world,1,
1169,also sure end,1,Fear
1170,maybe amazing amount,1,Surprise
1171,really toolbox murder,1,Surprise
1172,still weak spot,1,Sad
1173,well wish affection,1,Happy
1174,madly ha feel,1,
1175,unsurprisingly former member,1,
1176,famously selfish marie,1,
1177,dramatically final scene,1,Fear
1178,ha brought talent,1,Sad
1179,however former addict,1,Surprise
1180,quite lazy comparison,1,Sad
1181,well beside life,1,Angry
1182,bit long prof,1,Fear
1183,later nostalgic point,1,Surprise
1184,silly supernatural revenge,1,Fear
1185,ever present pop,1,Surprise
1186,ridiculously nasty boo,1,Surprise
1187,billy matthew barry,2,
1188,otherworldly cyberpunk suit,1,
1189,pretty much incoherent,1,Happy
1190,extremely name wang,1,
1191,unintentionally hilarious water,1,Happy
1192,ever big float,1,Surprise
1193,yes many idiom,1,Sad
1194,overly artsy end,1,
1195,ha serious plot,1,
1196,always complement jackie,1,Sad
1197,well developed character,3,Fear
1198,even impressive producer,1,Happy
1199,highly recommend veteran,1,
1200,home fabulous chef,1,Happy
1201,certainly incredible meal,1,Surprise
1202,witty reflective reality,1,
1203,yet ha impact,1,Angry
1204,always exceptional actor,1,Sad
1205,non creative way,1,
1206,therefore use create,1,
1207,often non character,1,Fear
1208,usually necessary role,1,
1209,lola type feel,1,Fear
1210,maybe new comedy,1,
1211,still clue bomb,1,Surprise
1212,even first grader,1,Surprise
1213,better vocabulary ha,1,Surprise
1214,merely serf perpetuate,1,
1215,fast paced cgi,1,Surprise
1216,together u folk,1,
1217,extremely insulting understand,1,
1218,father richard burton,1,
1219,actually experience significance,1,Surprise
1220,lack depth character,1,Fear
1221,totally sordid fatigue,1,
1222,almost depressing watch,1,Surprise
1223,honestly script reveals,1,Surprise
1224,loser notable exception,1,Sad
1225,believe positive review,1,
1226,completely ridiculous benjamin,1,
1227,incredibly boring move,1,Sad
1228,already great direction,1,Happy
1229,beautifully capture lyricism,1,Happy
1230,around little village,1,
1231,totally pointless bamboo,1,
1232,late early century,1,Sad
1233,always good thing,1,Happy
1234,practically unwatchable moreover,1,
1235,scarcely funny halfway,1,Surprise
1236,apart redeeming end,1,
1237,simply awesome character,1,Surprise
1238,lovely yousra esaad,1,Happy
1239,soon ozcan deniz,1,
1240,first great film,1,Happy
1241,quite marvellous character,1,Surprise
1242,well developed stray,1,Fear
1243,well shot oldie,1,
1244,youth main culprit,1,Fear
1245,ugly crazed side,1,Sad
1246,definitely favorite mine,1,Happy
1247,well slant megan,1,
1248,probably sus half,1,Fear
1249,certainly low priority,1,Sad
1250,silly piece chekov,1,Fear
1251,barely cameo appearance,1,
1252,hardly contribute storyline,1,
1253,romantically involved mother,1,Fear
1254,also thrown scene,1,
1255,simply elegant jump,1,Happy
1256,lovely accomplice lola,1,Happy
1257,sight fabulous diamond,1,Happy
1258,however cool breathes,1,Happy
1259,accidentally funny star,1,Surprise
1260,notably young weirdo,1,
1261,actually angered quality,1,Surprise
1262,herald transformative power,1,Angry
1263,together child genius,1,Surprise
1264,fairly good performance,1,Happy
1265,upon little look,1,
1266,truly special thing,1,Surprise
1267,landau many men,1,
1268,along ten response,1,Sad
1269,multi ethnic native,1,
1270,put much bronzer,1,Sad
1271,long dry conversation,1,Fear
1272,immediately want buy,1,
1273,wa convincing role,1,
1274,daringly different lack,1,
1275,somewhere conceptual thinking,1,Surprise
1276,tragically missed opportunity,1,Sad
1277,actually potential send,1,Surprise
1278,better brief statement,1,Surprise
1279,hidden valuable microfilm,1,Angry
1280,pretty hard get,1,Happy
1281,safely married scenery,1,Fear
1282,soon come dvd,1,
1283,outpost mysterious occurrence,1,Surprise
1284,silly little bit,1,Fear
1285,slightly lumpy casting,1,
1286,often script manages,1,Fear
1287,even bartok thank,1,
1288,sheep funny course,1,Surprise
1289,art first class,1,Surprise
1290,egregiously bad story,1,Sad
1291,lower overall quality,1,
1292,definitely keep day,1,Happy
1293,prominently peter sellars,1,
1294,along syriana guess,1,Surprise
1295,simply atrocious barbie,1,Fear
1296,excellently ramola garai,1,Happy
1297,faith good head,1,Happy
1298,highly recommend simple,1,Fear
1299,definitely worse thanks,1,Sad
1300,later good opportunity,1,Happy
1301,quite disgusting experience,1,Sad
1302,scene much series,1,
1303,stereotypically jewish name,1,
1304,directly front watermelon,1,
1305,practically unknown fan,1,Fear
1306,really need pumpkinhead,1,Surprise
1307,obviously ha issue,1,
1308,lively colorful way,1,Happy
1309,runaway princess name,1,Sad
1310,ill make end,1,Sad
1311,away ha slay,1,Angry
1312,really bad idea,2,Surprise
1313,finger many thing,1,Surprise
1314,hilariously scene look,1,Happy
1315,probably good book,2,Happy
1316,immediately fryser mate,1,
1317,badly giant stop,1,Sad
1318,nearly vertical side,1,
1319,wei tremendous shape,1,Surprise
1320,else sympathetic character,1,Happy
1321,even sure people,1,Fear
1322,genuinely comic sequence,1,Sad
1323,however present series,1,Surprise
1324,still nice mix,1,Happy
1325,elfishly cute car,1,Happy
1326,extremely funny wish,1,Surprise
1327,often long time,1,Fear
1328,yes awesome ha,1,Surprise
1329,somehow complete guess,1,Surprise
1330,well wrong name,1,
1331,really miss bit,1,Surprise
1332,mile creative producer,1,Fear
1333,miserably aspect performance,1,
1334,instead contest screenwriter,1,Fear
1335,fletcher comic book,1,
1336,first positive side,1,Surprise
1337,impressively physical detective,1,
1338,disappointingly beauty get,1,Happy
1339,writer answerable report,1,
1340,really selective script,1,Surprise
1341,away screen start,1,Angry
1342,argues conservative guest,1,
1343,sometimes multiple share,1,
1344,somehow much storyline,1,
1345,soundtrack long puzzle,1,Surprise
1346,truly appreciate masterpiece,1,Happy
1347,otherwise civilized country,1,
1348,effortlessly channel spirit,1,Sad
1349,score bruce smeaton,1,Angry
1350,especially steven mackintosh,1,
