,aspects,frequency,emotions
946,clear trimmed form,1,Sad
947,alien planning attack,1,Fear
948,underworld portrayed movie,1,
949,equal made today,1,Sad
950,short seen goddamn,1,Angry
951,believable engaging recommend,1,Fear
952,overall conformed thought,1,Surprise
953,think leave series,1,Surprise
954,sick misrepresented cinema,1,Sad
955,original working title,1,Fear
956,small supporting role,4,
957,fails make movie,1,Sad
958,inherent trying escape,1,Fear
959,bad seen period,1,Sad
960,british know trade,1,
961,theater see something,1,
962,morgan revealed contain,1,Angry
963,high tailing stairwell,1,Fear
964,surprising shown chop,1,Surprise
965,radioactive launched team,1,
966,relative grew wreck,1,Sad
967,clear watching see,1,Surprise
968,screen loving couple,1,Happy
969,pen put pocket,1,Sad
970,upset threw fire,1,Fear
971,obvious left spoon,1,
972,black hearted film,1,
973,fantasy becoming budget,1,
974,original written name,1,
975,recent directed towards,1,Fear
976,criticised acting star,1,
977,violent showing torture,1,
978,calypso wrote film,1,
979,villainy took hollywood,1,Surprise
980,hard get sex,1,Angry
981,shot running sand,1,
982,long suffering mama,1,Fear
983,continuous tracking shot,1,
984,rural riding hood,1,
985,wa went movie,1,Fear
986,le acting director,1,Surprise
987,good make disaster,1,Sad
988,spiral daunting task,1,
989,bos boyfriend death,1,Fear
990,copy destroyed pothole,1,Fear
991,pictionary played take,1,Fear
992,bizarre played woody,1,Fear
993,brutal believe people,1,Angry
994,full changed life,1,Fear
995,familiar haunted house,1,
996,strong saving grace,1,Happy
997,great spend hour,1,Happy
998,touch looked reason,1,Sad
999,interested seeing zombie,1,Happy
1000,new exciting era,1,Sad
1001,uncle end air,1,
1002,attempt find street,1,Sad
1003,devious conniving creature,1,
1004,lovable appealing audience,1,
1005,sure annoying get,1,Sad
1006,insist naming something,1,
1007,fat dodging bullet,1,
1008,hilarious thinking relationship,1,Happy
1009,spiritless grinding wheel,1,Sad
1010,kick start story,1,Surprise
1011,much take crap,1,Surprise
1012,awful acting phony,1,
1013,insensitive reaching tissue,1,Sad
1014,short compared length,1,Angry
1015,drama love story,1,Happy
1016,musical confused haphazard,1,Fear
1017,poor acting none,1,
1018,future living population,1,
1019,ray come raise,1,
1020,terrific acting performance,1,Surprise
1021,wa went camera,1,Fear
1022,miserable charming bore,1,Happy
1023,christian watched movie,1,Surprise
1024,obvious using music,1,
1025,direct coming breezy,1,Surprise
1026,sort remake yeux,1,
1027,suspense keeping stalker,1,
1028,invincible overbearing confidence,1,Fear
1029,believable set reality,1,Fear
1030,bad proving gay,1,Happy
1031,scientific reasoning smash,1,Sad
1032,independent employed woman,1,Happy
1033,ha leading man,1,
1034,mess depicting bland,1,Angry
1035,hyper glowing review,1,Angry
1036,stupid think year,1,Surprise
1037,scenery set scene,1,Fear
1038,likable menacing loony,1,Happy
1039,great looking film,1,Happy
1040,sick depressing incoherent,1,Sad
1041,sure loved ha,1,Happy
1042,gorgeous bothered nudity,1,Happy
1043,true seen john,1,
1044,suspenseful supporting character,1,Fear
1045,tedious boring mind,1,Surprise
1046,able pull note,1,
1047,cool making plot,1,Happy
1048,u consider sort,1,Sad
1049,false believe world,1,
1050,laughable featuring collision,1,Surprise
1051,realistic shown viewpoint,1,
1052,star make music,1,Sad
1053,early growing picture,1,
1054,individual shown duration,1,
1055,fantastic finished reading,1,Happy
1056,strange turn event,1,Surprise
1057,old seen attempt,1,
1058,hot headed character,1,Fear
1059,lethal sting rhythm,1,
1060,familiar setting start,1,Fear
1061,amateurish captured celluloid,1,Happy
1062,uk mounted war,1,
1063,obvious disturbing exercise,1,Sad
1064,stupid appeared example,1,Sad
1065,strong invading thriller,1,Happy
1066,tear brave treatment,1,Sad
1067,great achieved sort,1,Happy
1068,much fend mother,1,
1069,u focus eye,1,
1070,dangerous required viewing,1,Fear
1071,dark haunting year,1,Sad
1072,fine acting performance,2,Happy
1073,particular made impression,1,Sad
1074,mean relieving fun,1,Happy
1075,jerry filming people,1,
1076,psychotic looking teenager,1,
1077,horrid acting bland,1,Sad
1078,similar viewing experience,1,
1079,much told context,1,Sad
1080,choose ensure return,1,
1081,act sing dance,1,Fear
1082,old neglected apartment,1,
1083,horrific slave labor,1,Surprise
1084,sick suffocating men,1,Sad
1085,american hated hollywood,1,Sad
1086,locale renting kubrick,1,
1087,sure love need,1,Happy
1088,veronica played wife,1,Fear
1089,normal transfer thing,1,Surprise
1090,spectacular set grandeur,1,Fear
1091,rassendyll king rudolf,1,
1092,good looking style,1,Happy
1093,capable handling attention,1,Fear
1094,enjoy reminiscing moment,1,Happy
1095,mean including grip,1,
1096,surprising daring depression,1,Surprise
1097,good acting story,2,Happy
1098,giant cave man,1,
1099,short lived series,2,Angry
1100,generous think horror,1,Surprise
1101,good tortured teenager,1,Happy
1102,feeling set agenda,1,Fear
1103,next supposed anyways,1,Fear
1104,teen aged nephew,1,Angry
1105,describe puked spot,1,Fear
1106,spacious go city,1,
1107,bad karaoke performer,1,Sad
1108,latter disappointing kind,1,Happy
1109,begin think story,1,Surprise
1110,underrated acting compliment,1,
1111,good helping nudity,1,Happy
1112,entire recounted stream,1,Fear
1113,early going deliver,1,Fear
1114,great learning experience,1,Happy
1115,whereabouts missing movement,1,Sad
1116,fine make sense,1,Happy
1117,worth view anyone,1,Fear
1118,sensitive telling chemistry,1,Sad
1119,new eve flashback,1,
1120,disingenuous overlooking air,1,
1121,fast forwarded help,1,Surprise
1122,sister played laura,1,Fear
1123,generous giving color,1,Happy
1124,funny looking show,1,Surprise
1125,phenomenal saved time,1,Surprise
1126,old rehashed formula,1,
1127,latino come day,1,Happy
1128,overweight marginalized status,1,
1129,solid acting performance,1,
1130,ukranian traveling urals,1,
1131,spectrum feeling emotion,1,Sad
1132,eisenstein annoying saw,1,Sad
1133,clear realized masterpiece,1,Surprise
1134,general gave nothing,1,Fear
1135,past trying reconstruct,1,Sad
1136,odd bordering bizarre,1,
1137,needle say drop,1,Angry
1138,invite attend book,1,Fear
1139,vogue making interest,1,Happy
1140,western set thailand,1,Fear
1141,german dubbed version,1,
1142,forefront making term,1,Sad
1143,unknown compared creator,1,Surprise
1144,old fashioned way,2,
1145,dead made eat,1,Sad
1146,crucial left exclamation,1,Surprise
1147,unspeakable drenched sepia,1,
1148,dead make matter,1,Sad
1149,ensemble feeling cast,1,
1150,political involving spy,1,Fear
1151,difficult appreciated translation,1,Happy
1152,unique take think,1,Surprise
1153,constant unexplained party,1,
1154,airborne eschewed use,1,Fear
1155,mysterious interesting source,1,Happy
1156,worth watching wa,1,Surprise
1157,subtle acting something,1,Fear
1158,dr went psychiatry,1,Fear
1159,terrible stolen decistion,1,Surprise
1160,leaf acting save,1,
1161,unknown including creator,1,Surprise
1162,terrible acting save,1,Fear
1163,awesome looking matter,1,Surprise
1164,helpful identifying celebrity,1,Happy
1165,green interesting comparison,1,Happy
1166,hilarious enthralling way,1,Happy
1167,start playing crash,1,Surprise
1168,doe come thing,1,Surprise
1169,impose set lifeboat,1,Fear
1170,concerned engaged marry,1,Sad
1171,real awakening state,1,Sad
1172,expect make movie,1,Happy
1173,mysterious claude barrington,1,Surprise
1174,unfortunate faked eliminate,1,Sad
1175,ontkean ellen page,1,
1176,afterglow destroyed beauty,1,Happy
1177,alien brave heart,1,Fear
1178,gradual coming grip,1,Surprise
1179,future reflecting reluctance,1,Fear
1180,human defined cinematography,1,
1181,bent pissing everyone,1,Angry
1182,bad crammed slot,1,Sad
1183,forceful disrobing woman,1,
1184,painful acting help,1,Surprise
1185,bad wrestling pop,1,Sad
1186,bused neighboring town,1,Sad
1187,dad get story,1,
1188,worth looking wa,1,Fear
1189,unworthy paying deserve,1,Sad
1190,unclean watching idea,1,Surprise
1191,ill find entertainment,1,
1192,script take terror,1,Fear
1193,effective preceded lame,1,
1194,ordinary looking house,1,Fear
1195,sure acting wa,1,Fear
1196,capable take movie,1,Fear
1197,open save minute,1,Fear
1198,static made wonder,1,Surprise
1199,several rated review,1,
1200,masterful storytelling thriller,1,
1201,whole coming type,1,Fear
1202,middle beginning ninety,1,
1203,sad make em,1,Sad
1204,watch decide hour,1,Surprise
1205,abstract editing style,1,
1206,effective presenting theme,1,
1207,heavy feeling tension,1,Sad
1208,useless predicted line,1,Fear
1209,exciting set piece,1,Sad
1210,much say film,5,Surprise
1211,independent found happiness,1,Happy
1212,twisted disturbing saw,1,
1213,mysterious committed doe,1,Surprise
1214,colorful supporting character,1,Fear
1215,seventy running scene,1,
1216,centredness overshadowing importance,1,
1217,many blasted fire,1,
1218,dark beginning sherlock,1,Sad
1219,alcoholic descending madness,1,Sad
1220,clad standing stage,1,Fear
1221,excellent supporting stunt,1,Happy
1222,special came region,1,Surprise
1223,tie missing people,1,Sad
1224,extra working prop,1,Fear
1225,second viewing someone,1,
1226,guess say payday,1,Surprise
1227,clear take place,1,Sad
1228,listen say anyone,1,Surprise
1229,effective entertaining method,1,
1230,different take theme,1,
1231,know thinking rate,1,Surprise
1232,warm hearted priest,1,Fear
1233,ta buy book,1,
1234,climactic considering ha,1,Sad
1235,entire cheerleading team,1,Fear
1236,terrible explaining invention,1,Surprise
1237,worth talking lesson,1,Fear
1238,fanaa love story,1,Happy
1239,natural reached place,1,Fear
1240,human suffering woody,1,
1241,poor twisted slob,1,
1242,tedious watching william,1,Surprise
1243,real played shannen,1,Sad
1244,okinawan curved sword,1,Surprise
1245,thumb believe hype,1,
1246,self respecting fan,1,Happy
1247,load take blood,1,Fear
1248,happy kept tradition,1,Happy
1249,poor acting deliver,1,
1250,short lived television,1,Angry
1251,human understanding biology,1,
1252,heavy handed manner,1,Sad
1253,terrible acting david,1,Fear
1254,antic made groan,1,Sad
1255,main sitting helicopter,1,Fear
1256,let filming sequence,1,Sad
1257,excellent talented cast,1,Happy
1258,excellent acting understand,1,Happy
1259,good traveling prostitution,1,Happy
1260,guess cut slack,1,Surprise
1261,spiritual awakening doe,1,Sad
1262,awesome shocking eye,1,Surprise
1263,likely saw movie,1,Fear
1264,good liked truth,1,Happy
1265,subject keeping line,1,Fear
1266,evil subdued decade,1,
1267,scary called theater,1,Fear
1268,finish going revisit,1,Fear
1269,nice love story,2,Happy
1270,hard establish continuity,1,Angry
1271,classic required viewing,1,
1272,little seen oddity,1,
1273,clear satisfying confession,1,Sad
1274,slow moving movie,1,
1275,characteristic developing teenage,1,Fear
1276,god punishing question,1,Surprise
1277,different thought man,1,Surprise
1278,u bonding doe,1,Fear
1279,recommended find anything,1,
1280,turkey punishing reason,1,Sad
1281,good know others,1,Happy
1282,succubus holding séance,1,
1283,whole waiting something,1,Surprise
1284,old dying ozone,1,Fear
1285,first lighting effect,1,Surprise
1286,macaluso played nick,1,Fear
1287,real happened jeff,1,Sad
1288,hard healing affliction,1,Angry
1289,wa going flop,1,Fear
1290,bleak uncompromising stuff,1,Angry
1291,american paying mention,1,
1292,modest retiring type,1,Fear
1293,speak melvyn douglas,1,Fear
1294,musical derived life,1,Fear
1295,fantastic animated adventure,1,Happy
1296,available hoping someone,1,
1297,novel known darling,1,Fear
1298,recent seen coast,1,
1299,many arhtur lancelot,1,
1300,american say nothing,1,Surprise
1301,weak directing director,1,Surprise
1302,whole helped tv,1,Surprise
1303,lyric believe email,1,
1304,big busted woman,1,Surprise
1305,great make joke,1,Happy
1306,spanish spoken network,1,Fear
1307,positive gave actor,1,Fear
1308,antic include mutilation,1,
1309,much enjoyed film,1,Happy
1310,flat unengaging cinematography,1,Sad
1311,passable comparing momento,1,
1312,notable amazing take,1,Surprise
1313,stick fighting prowess,1,Sad
1314,light came people,1,Surprise
1315,horrible coming someone,1,Surprise
1316,second acting commenters,1,
1317,sure make heard,1,Sad
1318,ha moved city,1,
1319,different leading character,1,Fear
1320,aware trying change,1,Sad
1321,crashed killing landsdowne,1,Surprise
1322,strong charged insubordination,1,Happy
1323,good retelling story,1,Happy
1324,lady dying cancer,1,Fear
1325,serious convincing pam,1,
1326,bad acting view,1,Sad
1327,bad towering performance,1,Sad
1328,simple exhilarating rescue,1,Happy
1329,fox put edition,1,Sad
1330,happy ending try,1,Happy
1331,original haunted woman,1,
1332,table laughing butt,1,
1333,flat supporting cast,1,Sad
1334,unleash becoming night,1,
1335,superb acting resort,1,Happy
1336,stupid missed something,1,Sad
1337,concerned succeeded none,1,Sad
1338,subtitle reading make,1,Sad
1339,dear serling heart,1,Surprise
1340,enjoyable made course,1,Happy
1341,light hearted see,1,
1342,singer olympic wrestler,1,
1343,poor died age,1,Angry
1344,summary going research,1,Fear
1345,noticeable found music,1,Fear
1346,enjoyable adding ambiance,1,Happy
1347,alive pushing daisy,1,Fear
1348,usual got support,1,
1349,gritty supporting role,1,
1350,ian fleming work,2,Fear
1351,many glowing review,3,Angry
1352,rare going friend,1,Happy
1353,good paired chris,1,Happy
1354,wa waiting bus,1,Surprise
1355,cheap looking quickie,1,
1356,much executed action,1,Fear
1357,high minded film,1,Surprise
1358,wooden acting delivery,1,
