,aspects_AVN,emotions
1452,directionless thought action,Surprise
1453,,
1454,,
1455,third say star,Surprise
1456,scan ordering pizza,
1457,,
1458,cheap set solution,Fear
1459,"fine tuning transform, senior delivering meal, u glitch gold, incessant lecturing vi",
1460,shut existing carry,
1461,"rip aspect material, spent exploring relationship, effective frightening thing",Surprise
1462,,
1463,,
1464,,
1465,,
1466,overall accomplished task,
1467,,
1468,,
1469,light hearted course,
1470,asian decided watch,Surprise
1471,,
1472,,
1473,english dubbing crew,
1474,old aired dad,
1475,graceful dancing skill,Fear
1476,regular seem mind,Surprise
1477,perfect make combination,Sad
1478,stupid dancing cartoon,Fear
1479,,
1480,,
1481,,
1482,,
1483,bear want lot,Sad
1484,"favorite went movie, wrong raging fan",Angry
1485,,
1486,,
1487,,
1488,"left rolling eye, asleep turning tv, worth watching fan",Surprise
1489,,
1490,,
1491,,
1492,,
1493,,
1494,,
1495,direct directed olivier,Fear
1496,original making characterization,Sad
1497,,
1498,young looking james,
1499,"gradual morphing company, crew produce image, smooth calling plan, interested lasting impression, clear trimmed form",
1500,,
1501,,
1502,alien planning attack,
1503,,
1504,,
1505,underworld portrayed movie,
1506,,
1507,,
1508,,
1509,equal made today,Sad
1510,,
1511,,
1512,short seen goddamn,
1513,believable engaging recommend,Fear
1514,,
1515,overall conformed thought,Surprise
1516,think leave series,
1517,sick misrepresented cinema,
1518,original working title,Fear
1519,small supporting role,
1520,,
1521,,
1522,"fails make movie, inherent trying escape",Sad
1523,"bad seen period, british know trade",
1524,theater see something,
1525,,
1526,,
1527,morgan revealed contain,Angry
1528,,
1529,"high tailing stairwell, surprising shown chop",
1530,radioactive launched team,
1531,relative grew wreck,Sad
1532,,
1533,clear watching see,Surprise
1534,,
1535,screen loving couple,Happy
1536,"pen put pocket, upset threw fire",Sad
1537,,
1538,obvious left spoon,
1539,,
1540,black hearted film,
1541,fantasy becoming budget,
1542,"original written name, recent directed towards, criticised acting star, violent showing torture",Fear
1543,,
1544,"calypso wrote film, villainy took hollywood",Surprise
1545,,
1546,,
1547,,
1548,,
1549,hard get sex,
1550,,
1551,shot running sand,
1552,,
1553,,
1554,"long suffering mama, continuous tracking shot",
1555,,
1556,,
1557,,
1558,rural riding hood,
1559,wa went movie,Fear
1560,le acting director,Surprise
1561,good make disaster,Sad
1562,,
1563,"spiral daunting task, bos boyfriend death, copy destroyed pothole",Fear
1564,pictionary played take,Fear
1565,"natural born killer, bizarre played woody, brutal believe people",Sad
1566,full changed life,Fear
1567,familiar haunted house,
1568,"strong saving grace, great spend hour",Sad
1569,,
1570,touch looked reason,Sad
1571,,
1572,,
1573,interested seeing zombie,
1574,"new exciting era, uncle end air, attempt find street, devious conniving creature",Sad
1575,,
1576,,
1577,,
1578,"lovable appealing audience, sure annoying get, insist naming something",Sad
1579,,
1580,fat dodging bullet,
1581,,
1582,hilarious thinking relationship,Surprise
1583,,
1584,,
1585,,
1586,spiritless grinding wheel,
1587,kick start story,
1588,"much take crap, awful acting phony",Surprise
1589,insensitive reaching tissue,
1590,short compared length,
1591,"drama love story, musical confused haphazard",Happy
1592,,
1593,poor acting none,
1594,,
1595,"future living population, ray come raise, terrific acting performance",
1596,,
1597,,
1598,"wa went camera, miserable charming bore",Happy
1599,,
1600,christian watched movie,Surprise
1601,obvious using music,
1602,,
1603,,
1604,direct coming breezy,Surprise
1605,,
1606,sort remake yeux,
1607,,
1608,,
1609,,
1610,"suspense keeping stalker, invincible overbearing confidence",Fear
1611,,
1612,,
1613,,
1614,,
1615,believable set reality,Fear
1616,bad proving gay,Happy
1617,,
1618,scientific reasoning smash,Sad
1619,independent employed woman,
1620,,
1621,,
1622,,
1623,,
1624,,
1625,,
1626,,
1627,ha leading man,
1628,,
1629,,
1630,mess depicting bland,Sad
1631,,
1632,,
1633,hyper glowing review,Angry
1634,,
1635,,
1636,,
1637,stupid think year,Surprise
1638,scenery set scene,Fear
1639,,
1640,,
1641,,
1642,,
1643,,
1644,"likable menacing loony, great looking film",Fear
1645,,
1646,sick depressing incoherent,Sad
1647,sure loved ha,Happy
1648,,
1649,gorgeous bothered nudity,
1650,,
1651,true seen john,
1652,,
1653,suspenseful supporting character,Fear
1654,"tedious boring mind, able pull note",Surprise
1655,,
1656,cool making plot,Sad
1657,,
1658,u consider sort,Sad
1659,false believe world,
1660,,
1661,"laughable featuring collision, realistic shown viewpoint",Surprise
1662,"star make music, early growing picture",Sad
1663,individual shown duration,
1664,fantastic finished reading,
1665,strange turn event,Surprise
1666,,
1667,,
1668,,
1669,,
1670,,
1671,,
1672,,
1673,,
1674,,
1675,old seen attempt,
1676,,
1677,,
1678,,
1679,"hot headed character, lethal sting rhythm, familiar setting start",Fear
1680,,
1681,,
1682,,
1683,,
1684,,
1685,,
1686,amateurish captured celluloid,Happy
1687,,
1688,uk mounted war,
1689,,
1690,,
1691,,
1692,obvious disturbing exercise,Sad
1693,,
1694,,
1695,stupid appeared example,Sad
1696,strong invading thriller,
1697,"tear brave treatment, great achieved sort, much fend mother, u focus eye, dangerous required viewing",Fear
1698,"dark haunting year, fine acting performance, particular made impression",Sad
1699,,
1700,mean relieving fun,Happy
1701,jerry filming people,
1702,,
1703,,
1704,,
1705,,
1706,,
1707,,
1708,,
1709,,
1710,psychotic looking teenager,
1711,"horrid acting bland, similar viewing experience, much told context, choose ensure return",Sad
1712,,
1713,,
1714,,
1715,act sing dance,Fear
1716,,
1717,old neglected apartment,
1718,,
1719,,
1720,,
1721,"horrific slave labor, sick suffocating men",
1722,,
1723,,
1724,,
1725,,
1726,american hated hollywood,Sad
1727,,
1728,,
1729,,
1730,,
1731,,
1732,locale renting kubrick,
1733,"sure love need, veronica played wife, normal transfer thing",Happy
1734,,
1735,spectacular set grandeur,Fear
1736,"rassendyll king rudolf, good looking style",
1737,capable handling attention,
1738,enjoy reminiscing moment,Fear
1739,mean including grip,
1740,"scary uninspired clone, central introduced leader, old trying get",
1741,surprising daring depression,Fear
1742,,
1743,,
1744,good acting story,
1745,,
1746,giant cave man,
1747,,
1748,short lived series,
1749,generous think horror,Surprise
1750,"good tortured teenager, feeling set agenda",Fear
1751,next supposed anyways,Fear
1752,,
1753,,
1754,,
1755,,
1756,teen aged nephew,Angry
1757,describe puked spot,Fear
1758,,
1759,spacious go city,
1760,"bad karaoke performer, latter disappointing kind",Happy
1761,"begin think story, underrated acting compliment",Surprise
1762,,
1763,,
1764,,
1765,,
1766,,
1767,good helping nudity,Surprise
1768,entire recounted stream,
1769,,
1770,,
1771,,
1772,,
1773,,
1774,early going deliver,Fear
1775,great learning experience,
1776,,
1777,,
1778,whereabouts missing movement,Sad
1779,fine make sense,Sad
1780,,
1781,,
1782,,
1783,,
1784,"worth view anyone, sensitive telling chemistry",Sad
1785,"new eve flashback, disingenuous overlooking air",
1786,,
1787,,
1788,,
1789,fast forwarded help,Surprise
1790,sister played laura,Fear
1791,generous giving color,Sad
1792,,
1793,,
1794,,
1795,,
1796,funny looking show,
1797,,
1798,,
1799,"phenomenal saved time, old rehashed formula, latino come day, overweight marginalized status",Happy
1800,solid acting performance,
1801,,
1802,ukranian traveling urals,
1803,"spectrum feeling emotion, eisenstein annoying saw, clear realized masterpiece",Sad
1804,,
1805,general gave nothing,Fear
1806,,
1807,,
1808,,
1809,,
1810,"past trying reconstruct, odd bordering bizarre",
1811,"needle say drop, invite attend book, vogue making interest",Happy
1812,western set thailand,Fear
1813,,
1814,german dubbed version,
1815,,
1816,forefront making term,Sad
1817,,
1818,unknown compared creator,Surprise
1819,,
1820,,
1821,old fashioned way,
1822,,
1823,"dead made eat, crucial left exclamation, unspeakable drenched sepia",Surprise
1824,dead make matter,Sad
1825,,
1826,"ensemble feeling cast, political involving spy",Fear
1827,,
1828,,
1829,difficult appreciated translation,Happy
1830,,
1831,unique take think,Surprise
1832,constant unexplained party,
1833,,
1834,airborne eschewed use,Fear
1835,,
1836,,
1837,mysterious interesting source,Happy
1838,"worth watching wa, subtle acting something",Surprise
1839,,
1840,dr went psychiatry,Fear
1841,,
1842,,
1843,"terrible stolen decistion, leaf acting save",Surprise
1844,unknown including creator,Surprise
1845,,
1846,"terrible acting save, awesome looking matter",Fear
1847,,
1848,,
1849,,
1850,,
1851,,
1852,,
1853,"helpful identifying celebrity, green interesting comparison",Happy
1854,"hilarious enthralling way, start playing crash, doe come thing",Surprise
1855,impose set lifeboat,Fear
1856,"concerned engaged marry, real awakening state, expect make movie, mysterious claude barrington, unfortunate faked eliminate",Sad
1857,ontkean ellen page,
1858,,
1859,,
1860,,
1861,,
1862,afterglow destroyed beauty,Happy
1863,,
1864,alien brave heart,Sad
1865,,
1866,"gradual coming grip, future reflecting reluctance, human defined cinematography",Surprise
1867,"bent pissing everyone, bad crammed slot",Angry
1868,forceful disrobing woman,
1869,"painful acting help, bad wrestling pop",Surprise
1870,,
1871,,
1872,"bused neighboring town, dad get story",Sad
1873,,
1874,"worth looking wa, unworthy paying deserve",
1875,"unclean watching idea, ill find entertainment, script take terror",Surprise
1876,"effective preceded lame, ordinary looking house",
1877,sure acting wa,
1878,,
1879,capable take movie,
1880,open save minute,
1881,,
1882,,
1883,"static made wonder, several rated review",Surprise
1884,masterful storytelling thriller,
1885,,
1886,whole coming type,Surprise
1887,,
1888,"middle beginning ninety, sad make em, watch decide hour",Sad
1889,"abstract editing style, effective presenting theme",
1890,,
1891,,
1892,,
1893,"heavy feeling tension, useless predicted line, exciting set piece",Fear
1894,"much say film, independent found happiness",Happy
1895,,
1896,,
1897,,
1898,,
1899,"twisted disturbing saw, mysterious committed doe",Fear
1900,,
1901,colorful supporting character,Fear
1902,,
1903,,
1904,seventy running scene,
1905,centredness overshadowing importance,
1906,,
1907,many blasted fire,
1908,"dark beginning sherlock, alcoholic descending madness, clad standing stage",Fear
1909,excellent supporting stunt,Fear
1910,special came region,Surprise
1911,tie missing people,Sad
1912,extra working prop,Fear
1913,second viewing someone,
1914,,
1915,,
1916,,
1917,,
1918,,
1919,,
1920,guess say payday,Surprise
1921,clear take place,Fear
1922,listen say anyone,Surprise
1923,effective entertaining method,
1924,,
1925,different take theme,
1926,know thinking rate,Surprise
1927,,
1928,,
1929,,
1930,warm hearted priest,
1931,ta buy book,
1932,,
1933,,
1934,,
1935,climactic considering ha,Sad
1936,,
1937,,
1938,entire cheerleading team,
1939,"terrible explaining invention, worth talking lesson",Surprise
1940,"fanaa love story, natural reached place",Happy
1941,,
1942,"human suffering woody, poor twisted slob",
1943,,
1944,,
1945,,
1946,,
1947,,
1948,"tedious watching william, real played shannen",Surprise
1949,,
1950,"okinawan curved sword, thumb believe hype",Surprise
1951,self respecting fan,Happy
1952,,
1953,load take blood,
1954,,
1955,happy kept tradition,
1956,,
1957,,
1958,,
1959,poor acting deliver,
1960,short lived television,
1961,,
1962,human understanding biology,
1963,,
1964,,
1965,"heavy handed manner, terrible acting david",
1966,antic made groan,Sad
1967,"main sitting helicopter, let filming sequence",
1968,excellent talented cast,
1969,excellent acting understand,
1970,,
1971,,
1972,"good traveling prostitution, guess cut slack",
1973,,
1974,"spiritual awakening doe, awesome shocking eye",Surprise
1975,,
1976,likely saw movie,
1977,good liked truth,
1978,subject keeping line,Fear
1979,"evil subdued decade, scary called theater",
1980,"finish going revisit, nice love story, hard establish continuity",Fear
1981,classic required viewing,
1982,,
1983,little seen oddity,
1984,,
1985,,
1986,clear satisfying confession,
1987,,
1988,,
